,index,Player,G,GS,MP,PTS,AST,TRB,ORB,DRB,STL,BLK,TOV,PF,FGA,FG,3PA,3P,FTA,FT,FG%,3P%,FT%,eFG%,Rk,Age,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,0,A.J. Green,73.0,7.0,22.7,7.4,1.5,2.4,0.2,2.1,0.5,0.1,0.5,2.2,5.8,2.5,5.0,2.1,0.4,0.3,0.429,0.427,0.815,0.612,152.0,25.0,9.2,0.621,0.856,0.064,1.2,9.8,5.7,8.5,1.1,0.4,8.4,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1
1,1,A.J. Lawson,26.0,2.0,18.7,9.1,1.2,3.3,0.8,2.5,0.5,0.2,0.6,1.7,7.3,3.1,3.9,1.3,2.4,1.7,0.421,0.327,0.683,0.508,379.0,24.0,12.7,0.542,0.532,0.332,4.3,14.9,9.5,9.1,1.3,1.2,6.4,20.0,0.4,0.4,0.8,0.081,-1.5,-1.0,-2.5,-0.1
2,2,AJ Johnson,29.0,11.0,33.3,12.0,4.1,3.4,0.4,3.0,0.6,0.1,2.0,2.3,11.5,4.5,4.6,1.4,1.9000000000000001,1.5,0.401,0.4235,0.6930000000000001,0.46799999999999997,338.0,20.0,8.200000000000001,0.48699999999999993,0.3746666666666667,0.153,0.9,10.866666666666667,5.966666666666666,18.96666666666667,0.9666666666666667,0.3,14.299999999999999,19.400000000000002,-0.3333333333333333,0.0,-0.26666666666666666,-0.029333333333333333,-4.833333333333333,-2.2666666666666666,-7.1000000000000005,-0.6333333333333333
3,3,Aaron Gordon,51.0,42.0,28.4,14.7,3.2,4.8,1.6,3.3,0.5,0.3,1.4,1.6,9.7,5.2,3.4,1.5,3.5,2.8,0.531,0.436,0.81,0.607,185.0,29.0,17.0,0.65,0.346,0.36,6.4,12.1,9.4,15.0,0.8,0.9,11.3,19.0,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2
4,4,Aaron Holiday,62.0,3.0,12.8,5.5,1.3,1.3,0.2,1.0,0.3,0.2,0.6,1.0,4.3,1.9,2.9,1.2,0.7,0.5,0.437,0.398,0.829,0.571,305.0,28.0,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2.0,0.122,-0.4,0.1,-0.2,0.3
5,5,Aaron Nesmith,45.0,37.0,25.0,12.0,1.2,4.0,0.8,3.1,0.8,0.4,0.8,2.5,8.4,4.3,4.3,1.9,1.8,1.6,0.507,0.431,0.913,0.617,250.0,25.0,14.6,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,1.9,1.0,2.9,0.126,0.0,-0.5,-0.5,0.4
6,6,Aaron Wiggins,76.0,26.0,22.9,12.0,1.8,3.9,1.1,2.8,0.8,0.2,0.9,1.3,9.6,4.7,4.5,1.7,1.2,1.0,0.488,0.383,0.831,0.577,139.0,26.0,16.1,0.596,0.466,0.122,5.1,12.9,9.1,10.6,1.7,1.0,8.3,20.3,2.7,2.7,5.4,0.148,1.3,-0.2,1.1,1.4
7,7,Adam Flagler,37.0,0.0,5.5,1.8,0.3,0.7,0.2,0.5,0.2,0.1,0.1,0.4,2.6,0.7,1.9,0.4,0.1,0.0,0.26,0.194,0.5,0.333,457.0,25.0,3.7,0.335,0.75,0.021,3.8,10.3,7.1,7.3,1.9,1.5,4.0,21.1,-0.6,0.3,-0.3,-0.062,-8.1,-2.3,-10.3,-0.4
8,8,Adama Sanogo,4.0,0.0,5.3,2.0,0.3,1.5,1.3,0.3,0.0,0.0,0.3,0.3,1.8,1.0,0.0,0.0,0.0,0.0,0.571,0.0,0.0,0.571,548.0,22.0,15.2,0.571,0.0,0.0,25.4,4.9,15.0,6.7,0.0,0.0,12.5,15.9,0.0,0.0,0.0,0.105,0.7,-3.4,-2.6,0.0
9,9,Adem Bona,58.0,11.0,15.6,5.8,0.5,4.2,1.6,2.6,0.4,1.2,1.1,2.2,3.3,2.3,0.0,0.0,1.7,1.2,0.703,0.0,0.67,0.703,287.0,21.0,16.5,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,1.4,0.9,2.3,0.121,-2.9,0.2,-2.7,-0.2
10,10,Ajay Mitchell,36.0,1.0,16.6,6.5,1.8,1.9,0.5,1.4,0.7,0.1,0.8,1.9,5.1,2.5,1.7,0.6,1.0,0.8,0.495,0.383,0.829,0.557,349.0,22.0,12.0,0.587,0.326,0.19,3.3,8.8,6.1,13.8,2.0,0.7,12.7,16.2,0.6,0.9,1.5,0.122,-2.5,0.9,-1.6,0.1
11,11,Al Horford,60.0,42.0,27.7,9.0,2.1,6.2,1.3,4.8,0.6,0.9,0.8,1.4,7.7,3.3,5.2,1.9,0.6,0.6,0.423,0.363,0.895,0.547,153.0,38.0,12.9,0.563,0.681,0.082,5.2,18.9,12.1,10.4,1.1,2.8,8.8,13.8,2.0,2.4,4.4,0.129,0.1,1.1,1.2,1.3
12,12,Alec Burks,49.0,14.0,17.6,7.3,1.1,2.5,0.3,2.2,0.6,0.1,0.6,0.8,5.5,2.3,4.2,1.8,1.0,0.8,0.424,0.425,0.776,0.587,293.0,33.0,12.8,0.608,0.764,0.181,1.9,13.8,7.9,9.1,1.6,0.8,9.0,16.5,0.9,0.9,1.8,0.1,0.0,0.3,0.3,0.5
13,13,Alex Caruso,54.0,3.0,19.3,7.1,2.5,2.9,0.7,2.2,1.6,0.6,0.7,1.9,5.8,2.6,3.1,1.1,0.9,0.8,0.446,0.353,0.824,0.541,266.0,30.0,15.9,0.568,0.541,0.162,4.0,12.2,8.2,16.6,4.0,2.9,9.9,15.2,1.6,2.3,3.9,0.18,0.1,3.9,4.0,1.6
14,14,Alex Ducas,21.0,0.0,6.0,1.7,0.2,1.2,0.4,0.8,0.2,0.0,0.2,0.6,1.4,0.6,1.0,0.5,0.1,0.1,0.4,0.476,1.0,0.567,480.0,24.0,10.1,0.583,0.7,0.067,7.9,14.3,11.2,4.8,1.9,0.0,11.5,11.8,0.1,0.2,0.3,0.125,-2.1,0.1,-2.0,0.0
15,15,Alex Len,46.0,7.0,19.4,3.6,1.6,4.9,2.0,2.9000000000000004,0.30000000000000004,0.8,1.2,3.1,3.3000000000000003,1.6,0.5,0.1,0.8,0.30000000000000004,0.496,0.25,0.394,0.513,409.0,31.0,9.666666666666666,0.515,0.14166666666666666,0.25633333333333336,11.5,16.599999999999998,14.066666666666668,11.866666666666667,1.0333333333333334,4.833333333333333,22.900000000000002,10.566666666666668,0.13333333333333333,0.26666666666666666,0.4333333333333333,0.06866666666666667,-4.533333333333333,0.7666666666666666,-3.733333333333334,-0.03333333333333333
16,16,Alex Reese,15.0,0.0,17.3,7.3,0.3,4.3,1.6,2.7,0.7,0.7,0.4,1.5,4.8,2.8,2.9,1.1,0.9,0.6,0.736,0.366,0.75,0.8065,455.0,25.0,27.066666666666666,0.7586666666666666,0.511,0.14933333333333335,21.133333333333333,13.933333333333332,17.099999999999998,1.7666666666666668,1.5333333333333332,3.033333333333333,6.166666666666667,15.833333333333334,0.16666666666666666,0.13333333333333333,0.3333333333333333,0.26799999999999996,7.066666666666666,-1.4000000000000001,5.666666666666668,0.0
17,17,Alex Sarr,67.0,67.0,27.1,13.0,2.4,6.5,1.9,4.6,0.7,1.5,1.7,2.2,12.4,4.9,5.1,1.6,2.5,1.7,0.394,0.308,0.679,0.457,126.0,19.0,12.9,0.482,0.412,0.199,7.1,17.9,12.5,13.9,1.2,5.0,11.2,23.5,-1.6,1.3,-0.3,-0.007,-2.2,-1.0,-3.3,-0.6
18,18,Alondes Williams,1.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.25,567.0,25.0,53.4,1.25,0.5,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,21.1,0.0,0.0,0.0,0.565,37.9,6.2,44.1,0.0
19,19,Alperen Şengün,76.0,76.0,31.5,19.1,4.9,10.3,3.4,6.9,1.1,0.8,2.6,2.8,15.0,7.5,1.2,0.3,5.6,3.9,0.496,0.233,0.692,0.505,35.0,22.0,21.4,0.545,0.079,0.374,11.4,23.8,17.5,24.1,1.7,2.3,12.7,26.2,4.1,4.2,8.3,0.166,2.6,1.8,4.4,3.9
20,20,Amen Thompson,69.0,42.0,32.2,14.1,3.8,8.2,2.8,5.4,1.4,1.3,2.0,2.4,10.1,5.6,1.3,0.4,3.6,2.4,0.557,0.275,0.684,0.575,57.0,22.0,18.7,0.602,0.131,0.354,9.0,18.2,13.5,16.9,2.1,3.6,14.6,17.5,4.1,3.9,8.0,0.172,1.4,2.6,4.1,3.4
21,21,Amir Coffey,72.0,13.0,24.3,9.7,1.1,2.2,0.4,1.8,0.6,0.1,0.6,1.7,7.1,3.3,3.4,1.4,1.8,1.6,0.471,0.409,0.891,0.57,137.0,27.0,11.2,0.614,0.484,0.253,2.1,8.2,5.2,6.1,1.1,0.4,7.4,15.3,2.4,1.7,4.0,0.111,-1.5,-0.2,-1.7,0.1
22,22,Andre Drummond,40.0,23.0,18.8,7.3,0.9,7.8,2.7,5.0,1.0,0.5,1.4,2.4,5.9,2.9,0.5,0.1,2.3,1.4,0.5,0.15,0.622,0.506,319.0,31.0,16.0,0.535,0.085,0.385,15.8,31.6,23.4,6.8,2.6,2.4,16.7,19.1,0.2,1.0,1.2,0.078,-2.4,-0.8,-3.2,-0.2
23,23,Andre Jackson Jr.,67.0,43.0,14.6,3.4,1.2,2.7,1.0,1.7,0.5,0.2,0.9,1.7,2.9,1.4,1.1,0.4,0.4,0.2,0.477,0.395,0.5,0.553,273.0,23.0,8.6,0.554,0.386,0.122,7.5,12.5,10.1,10.9,1.7,1.3,21.8,11.9,0.1,1.0,1.2,0.059,-3.6,0.2,-3.4,-0.3
24,24,Andrew Nembhard,65.0,65.0,28.9,10.0,5.0,3.3,0.5,2.8,1.2,0.2,1.7,2.3,8.3,3.8,2.7,0.8,2.1,1.7,0.458,0.291,0.794,0.506,110.0,25.0,11.7,0.545,0.325,0.252,2.0,10.7,6.4,22.5,2.0,0.5,15.8,16.3,1.1,1.7,2.8,0.071,-2.6,0.3,-2.3,-0.1
25,25,Andrew Wiggins,60.0,60.0,62.2,36.6,5.699999999999999,8.8,2.9,5.9,2.1,1.8,3.8,3.4000000000000004,28.5,12.899999999999999,11.7,4.300000000000001,8.8,6.6,0.451,0.3695,0.754,0.527,118.0,29.0,16.4,0.566,0.4116666666666666,0.307,5.033333333333333,10.6,7.8,14.066666666666668,1.6333333333333335,2.6666666666666665,10.066666666666666,24.900000000000002,1.2666666666666666,1.4000000000000001,2.6666666666666665,0.09733333333333333,1.1333333333333333,-0.26666666666666666,0.8666666666666667,0.9333333333333332
26,26,Anfernee Simons,70.0,70.0,32.7,19.3,4.8,2.7,0.4,2.3,0.9,0.1,2.0,1.7,16.1,6.8,8.5,3.1,2.8,2.5,0.426,0.363,0.902,0.521,43.0,25.0,14.9,0.557,0.527,0.172,1.2,8.0,4.5,23.3,1.3,0.2,10.6,24.6,2.9,1.2,4.2,0.087,1.5,-1.5,-0.1,1.1
27,27,Anthony Black,78.0,10.0,24.2,9.4,3.1,2.9,0.7,2.3,1.1,0.6,1.8,2.1,7.9,3.4,2.5,0.8,2.5,1.9,0.423,0.318,0.761,0.473,107.0,21.0,11.6,0.521,0.315,0.318,3.0,11.4,7.0,19.4,2.3,2.4,16.4,19.6,-0.6,3.0,2.4,0.061,-3.1,1.2,-1.9,0.0
28,28,Anthony Davis,51.0,51.0,63.9,45.7,7.800000000000001,22.0,4.5,17.4,1.9,4.300000000000001,4.4,3.8,34.9,17.3,5.5,1.5,12.899999999999999,9.7,0.49450000000000005,0.2655,0.738,0.515,145.0,31.0,25.03333333333333,0.5696666666666667,0.15233333333333335,0.38133333333333336,8.333333333333334,29.5,19.166666666666668,20.033333333333335,1.4666666666666668,6.1000000000000005,9.766666666666667,30.599999999999998,2.466666666666667,2.0,4.466666666666667,0.161,3.1999999999999997,1.4333333333333333,4.633333333333334,2.1333333333333333
29,29,Anthony Edwards,79.0,79.0,36.3,27.6,4.5,5.7,0.8,4.9,1.2,0.6,3.2,1.9,20.4,9.1,10.3,4.1,6.3,5.3,0.447,0.395,0.837,0.547,3.0,23.0,20.1,0.595,0.503,0.308,2.4,14.8,8.7,20.9,1.6,1.7,12.0,31.4,4.6,3.8,8.4,0.14,4.4,0.0,4.3,4.6
30,30,Anthony Gill,51.0,0.0,7.8,2.5,0.3,1.3,0.4,0.9,0.2,0.0,0.2,0.6,1.7,0.8,0.6,0.2,1.0,0.6,0.489,0.323,0.66,0.545,402.0,32.0,10.2,0.586,0.352,0.568,4.7,12.6,8.6,5.7,1.1,0.5,8.3,12.7,0.4,0.1,0.5,0.058,-3.0,-1.5,-4.5,-0.3
31,31,Anton Watson,9.0,0.0,2.4,0.9,0.2,0.3,0.1,0.2,0.1,0.0,0.2,0.3,1.0,0.4,0.1,0.0,0.0,0.0,0.444,0.0,0.0,0.444,545.0,24.0,5.9,0.444,0.111,0.0,5.3,10.3,7.8,12.8,2.3,0.0,18.2,21.7,-0.1,0.0,0.0,-0.07,-8.3,-1.8,-10.1,0.0
32,32,Antonio Reeves,44.0,6.0,15.0,6.9,0.9,1.4,0.4,1.0,0.5,0.1,0.7,0.9,5.6,2.6,2.9,1.2,0.8,0.6,0.456,0.395,0.8,0.558,334.0,24.0,11.7,0.579,0.52,0.141,2.9,7.6,5.1,8.8,1.5,0.6,10.2,18.8,0.4,0.0,0.4,0.029,-1.2,-2.0,-3.2,-0.2
33,33,Ariel Hukporti,25.0,1.0,8.7,1.9,0.4,2.0,0.6,1.5,0.0,0.6,0.8,1.3,1.2,0.8,0.0,0.0,0.5,0.2,0.677,0.0,0.462,0.677,454.0,22.0,7.6,0.654,0.0,0.419,7.5,19.4,13.5,6.4,0.2,6.4,36.4,11.6,-0.2,0.3,0.1,0.02,-6.5,0.9,-5.6,-0.2
34,34,Armel Traoré,9.0,0.0,7.4,1.6,0.1,1.7,0.2,1.4,0.4,0.2,0.3,0.7,2.1,0.7,0.8,0.0,0.8,0.2,0.316,0.0,0.286,0.316,513.0,22.0,3.5,0.317,0.368,0.368,3.5,21.2,12.6,2.0,2.9,2.8,12.0,16.4,-0.2,0.1,-0.1,-0.092,-9.5,-0.4,-9.8,-0.1
35,35,Ausar Thompson,59.0,48.0,22.5,10.1,2.3,5.1,1.9,3.3,1.7,0.7,1.4,2.8,7.8,4.2,0.8,0.2,2.4,1.5,0.535,0.224,0.641,0.547,210.0,22.0,17.2,0.568,0.107,0.309,9.3,15.9,12.6,14.4,3.5,2.9,13.3,19.1,1.5,2.4,3.8,0.138,-0.8,2.5,1.7,1.2
36,36,Austin Reaves,73.0,73.0,34.9,20.2,5.8,4.5,0.8,3.7,1.1,0.3,2.4,2.1,14.2,6.5,7.3,2.7,5.0,4.4,0.46,0.377,0.877,0.556,23.0,26.0,18.1,0.616,0.512,0.353,2.8,11.5,7.3,24.9,1.6,0.8,12.9,23.7,5.6,2.1,7.6,0.144,2.4,-0.5,1.9,2.6
37,37,Ayo Dosunmu,46.0,26.0,30.3,12.3,4.5,3.5,0.6,2.9,0.9,0.4,1.5,2.3,9.8,4.8,4.1,1.3,1.7,1.3,0.492,0.328,0.785,0.561,196.0,25.0,12.8,0.585,0.421,0.176,2.0,10.0,6.1,20.2,1.4,1.1,12.5,16.6,1.6,1.0,2.5,0.087,-1.4,-0.2,-1.6,0.1
38,38,Bam Adebayo,78.0,78.0,34.3,18.1,4.3,9.6,2.4,7.2,1.3,0.7,2.1,2.1,14.3,6.9,2.8,1.0,4.2,3.2,0.485,0.357,0.765,0.521,12.0,27.0,18.9,0.561,0.199,0.295,7.7,23.1,15.5,20.0,1.8,1.9,11.4,23.5,3.5,4.0,7.5,0.135,1.0,1.0,2.0,2.7
39,39,Baylor Scheierman,31.0,2.0,12.4,3.6,1.1,2.1,0.6,1.5,0.5,0.1,0.4,0.7,3.5,1.3,2.6,0.8,0.4,0.3,0.355,0.317,0.75,0.473,407.0,24.0,10.3,0.49,0.745,0.109,5.4,13.0,9.2,11.3,2.2,0.5,9.4,14.5,0.2,0.5,0.7,0.089,-2.5,0.8,-1.7,0.0
40,40,Ben Sheppard,63.0,9.0,19.5,5.3,1.3,2.8,0.7,2.1,0.6,0.2,0.3,2.0,4.6,1.9,3.2,1.1,0.4,0.4,0.418,0.342,0.889,0.537,230.0,23.0,9.2,0.555,0.693,0.094,4.0,12.0,8.0,8.6,1.5,1.0,6.9,11.3,1.0,1.0,2.1,0.081,-2.2,0.2,-2.0,0.0
41,41,Ben Simmons,51.0,24.0,41.4,9.1,10.0,9.0,1.8,7.199999999999999,1.5,0.9,3.5,3.9,8.1,4.1,0.0,0.0,1.2000000000000002,0.8,0.49050000000000005,0.0,0.7745,0.49050000000000005,252.0,28.0,12.299999999999999,0.5216666666666667,0.0,0.14433333333333334,5.033333333333333,20.166666666666668,12.4,34.300000000000004,1.7666666666666666,2.1,27.566666666666666,12.633333333333333,0.3333333333333333,0.9,1.2,0.08633333333333333,-2.1999999999999997,1.9666666666666668,-0.19999999999999998,0.26666666666666666
42,42,Bennedict Mathurin,72.0,49.0,29.8,16.1,1.9,5.3,1.2,4.1,0.7,0.3,1.9,2.3,11.8,5.4,4.0,1.4,4.6,3.8,0.458,0.34,0.831,0.516,69.0,22.0,13.6,0.579,0.338,0.389,4.6,15.2,9.9,8.8,1.1,1.0,11.9,22.8,1.3,1.8,3.0,0.068,-1.3,-1.5,-2.9,-0.5
43,43,Bilal Coulibaly,59.0,59.0,33.0,12.3,3.4,5.0,1.5,3.4,1.3,0.7,2.1,2.4,10.6,4.5,3.8,1.1,3.1,2.3,0.421,0.281,0.746,0.472,99.0,20.0,10.8,0.515,0.359,0.296,4.8,10.9,7.8,14.9,1.9,1.9,15.1,17.9,-0.6,0.9,0.3,0.008,-3.0,-0.7,-3.7,-0.8
44,44,Bismack Biyombo,28.0,26.0,18.9,5.1,1.1,5.6,1.5,4.1,0.6,0.8,1.0,1.9,4.1,2.4,0.0,0.0,0.9,0.4,0.588,0.0,0.4,0.588,366.0,32.0,12.2,0.576,0.0,0.219,8.7,23.4,16.0,7.9,1.5,3.9,17.8,12.3,0.2,0.6,0.8,0.071,-3.6,0.0,-3.6,-0.2
45,45,Blake Wesley,58.0,0.0,11.8,3.7,2.0,1.1,0.3,0.8,0.6,0.1,0.9,0.8,3.2,1.4,1.0,0.3,1.1,0.7,0.435,0.293,0.623,0.481,329.0,21.0,9.9,0.51,0.312,0.328,2.7,6.9,4.8,22.3,2.6,0.8,20.2,16.7,-0.3,0.4,0.2,0.011,-3.9,-0.3,-4.2,-0.4
46,46,Bobby Portis,49.0,7.0,25.4,13.9,2.1,8.4,1.8,6.6,0.7,0.5,1.2,1.9,12.1,5.7,3.6,1.3,1.5,1.2,0.466,0.365,0.836,0.52,225.0,29.0,17.7,0.542,0.299,0.123,8.2,27.0,18.0,12.9,1.4,1.9,8.3,24.1,0.9,1.9,2.7,0.106,0.6,-0.4,0.2,0.7
47,47,Bobi Klintman,8.0,0.0,5.3,1.9,0.9,0.9,0.1,0.8,0.3,0.1,0.1,1.0,1.3,0.8,0.6,0.3,0.3,0.1,0.6,0.4,0.5,0.7,529.0,21.0,15.9,0.689,0.5,0.2,2.7,15.7,9.2,22.5,2.3,2.3,8.4,11.9,0.1,0.1,0.2,0.208,-1.0,1.9,1.0,0.0
48,48,Bogdan Bogdanović,54.0,4.0,49.9,21.4,5.2,5.9,0.9,5.0,1.5,0.5,2.7,4.699999999999999,18.200000000000003,7.7,10.899999999999999,3.8,2.5,2.2,0.4225,0.364,0.8785000000000001,0.5285,207.0,32.0,10.9,0.5563333333333333,0.5910000000000001,0.135,1.9666666666666668,11.133333333333333,6.533333333333334,14.9,1.5,0.7999999999999999,12.466666666666667,18.733333333333334,0.4666666666666666,0.8333333333333334,1.2666666666666666,0.06366666666666666,-1.9333333333333333,-0.2333333333333333,-2.1666666666666665,0.0
49,49,Bol Bol,36.0,10.0,12.4,6.8,0.6,2.9,0.6,2.3,0.3,0.7,0.6,0.6,5.1,2.7,2.6,0.9,0.7,0.6,0.525,0.344,0.769,0.612,390.0,25.0,18.4,0.627,0.508,0.142,5.1,20.4,13.0,7.7,1.0,5.2,9.3,21.1,0.6,0.3,0.9,0.097,1.7,-0.9,0.8,0.3
50,50,Bones Hyland,24.0,0.0,15.399999999999999,8.5,2.4,1.5,0.3,1.3,0.9,0.2,1.5,2.1,6.6,2.8,4.5,1.9000000000000001,1.3,1.2,0.529,0.444,0.885,0.6795,449.0,24.0,14.5,0.6593333333333332,0.6859999999999999,0.14866666666666667,1.6666666666666667,8.433333333333334,5.1000000000000005,23.833333333333332,2.566666666666667,1.1666666666666667,19.066666666666666,22.666666666666668,0.03333333333333333,0.26666666666666666,0.3333333333333333,0.11666666666666665,-0.3999999999999999,1.2666666666666666,0.8666666666666667,0.19999999999999998
51,51,Bradley Beal,53.0,38.0,32.1,17.0,3.7,3.3,0.6,2.7,1.1,0.5,1.9,2.6,13.1,6.5,5.0,1.9,2.6,2.1,0.497,0.386,0.803,0.571,146.0,31.0,15.2,0.598,0.38,0.197,2.3,9.1,5.8,17.6,1.7,1.5,11.6,22.1,1.9,0.6,2.4,0.068,-0.1,-1.0,-1.1,0.4
52,52,Branden Carlson,32.0,0.0,7.7,3.8,0.4,1.7,0.5,1.2,0.2,0.7,0.2,0.7,3.0,1.3,2.1,0.7,0.6,0.4,0.443,0.333,0.778,0.557,445.0,25.0,17.6,0.581,0.68,0.186,7.6,15.8,11.8,7.5,1.0,8.6,6.3,19.3,0.4,0.5,0.9,0.177,0.5,0.8,1.3,0.2
53,53,Brandin Podziemski,64.0,33.0,26.8,11.7,3.4,5.1,1.0,4.1,1.1,0.2,1.2,1.5,9.8,4.4,4.8,1.8,1.5,1.1,0.445,0.372,0.758,0.537,143.0,21.0,14.4,0.557,0.491,0.151,4.0,16.8,10.2,18.7,2.0,0.7,10.1,18.3,1.9,2.3,4.2,0.117,-0.1,0.8,0.7,1.2
54,54,Brandon Boston Jr.,42.0,10.0,23.6,10.7,2.2,3.2,0.7,2.5,1.3,0.2,1.2,1.7,9.1,4.0,3.3,1.2,2.0,1.6,0.436,0.35,0.788,0.5,271.0,23.0,12.7,0.535,0.367,0.223,3.0,11.9,7.3,13.7,2.6,0.9,11.1,20.0,0.2,0.5,0.7,0.033,-2.3,-0.2,-2.5,-0.1
55,55,Brandon Clarke,64.0,18.0,18.9,8.3,1.0,5.1,2.0,3.1,0.8,0.6,0.6,2.3,5.9,3.7,0.3,0.0,1.4,1.0,0.621,0.059,0.701,0.622,235.0,28.0,17.6,0.638,0.045,0.229,11.3,17.3,14.3,7.4,2.0,2.7,8.9,15.3,2.7,1.7,4.4,0.174,0.0,0.8,0.8,0.9
56,56,Brandon Ingram,18.0,18.0,33.1,22.2,5.2,5.6,0.9,4.6,0.9,0.6,3.8,2.5,18.5,8.6,6.4,2.4,3.1,2.6,0.465,0.374,0.855,0.53,350.0,27.0,16.0,0.56,0.345,0.165,3.0,15.5,9.1,26.8,1.3,1.8,16.2,30.2,-0.2,0.2,0.0,0.001,1.4,-1.7,-0.3,0.3
57,57,Brandon Miller,27.0,27.0,34.2,21.0,3.6,4.9,0.9,3.9,1.1,0.7,2.8,2.7,18.2,7.3,10.9,3.9,2.9,2.5,0.403,0.355,0.861,0.509,280.0,22.0,14.0,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,-0.2,0.7,0.4,0.023,0.8,-0.8,0.0,0.4
58,58,Brandon Williams,33.0,3.0,14.8,8.3,2.3,1.8,0.4,1.4,0.7,0.2,1.2,1.0,5.7,3.0,1.8,0.7,2.0,1.7,0.521,0.4,0.833,0.585,378.0,25.0,18.3,0.634,0.319,0.351,2.7,10.1,6.5,23.2,2.4,0.9,15.2,22.6,0.9,0.4,1.3,0.129,1.0,-0.1,1.0,0.4
59,59,Braxton Key,3.0,0.0,3.7,1.0,0.0,0.7,0.3,0.3,0.7,0.0,0.3,0.0,1.3,0.0,0.3,0.0,2.0,1.0,0.0,0.0,0.5,0.0,556.0,27.0,1.1,0.226,0.25,1.5,9.5,10.1,9.8,0.0,8.8,0.0,13.1,29.3,-0.1,0.0,-0.1,-0.259,-13.9,0.3,-13.6,0.0
60,60,Brice Sensabaugh,71.0,15.0,20.2,10.9,1.5,3.0,0.6,2.4,0.6,0.1,1.5,1.6,8.4,3.9,5.2,2.2,1.0,0.9,0.459,0.422,0.89,0.59,187.0,21.0,13.4,0.612,0.621,0.122,3.2,12.6,7.9,12.0,1.5,0.5,14.5,21.5,0.9,0.3,1.2,0.042,0.4,-1.6,-1.2,0.3
61,61,Bronny James,27.0,1.0,6.7,2.3,0.8,0.7,0.1,0.5,0.3,0.1,0.5,0.5,2.5,0.8,1.2,0.3,0.5,0.4,0.313,0.281,0.786,0.381,462.0,20.0,7.1,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-0.3,0.2,-0.2,-0.043,-5.9,-1.3,-7.2,-0.2
62,62,Brook Lopez,80.0,80.0,31.8,13.0,1.8,5.0,1.4,3.6,0.6,1.9,1.1,2.1,9.7,4.9,4.7,1.7,1.7,1.4,0.509,0.373,0.826,0.599,26.0,36.0,14.8,0.624,0.482,0.178,5.0,11.8,8.6,7.8,0.9,5.4,9.1,15.8,3.6,2.9,6.6,0.124,0.4,0.4,0.8,1.8
63,63,Bruce Brown,41.0,12.0,44.3,16.6,4.0,8.0,1.9,6.0,1.6,0.5,2.0,3.4,15.0,6.4,4.0,1.2999999999999998,3.2,2.5999999999999996,0.4225,0.33099999999999996,0.8235,0.46599999999999997,281.0,28.0,11.1,0.5056666666666666,0.26333333333333336,0.211,4.566666666666666,15.033333333333333,9.666666666666666,12.633333333333335,1.8333333333333333,1.0,10.5,17.466666666666665,0.06666666666666667,0.39999999999999997,0.43333333333333335,0.03833333333333334,-3.1,-0.5333333333333333,-3.633333333333333,-0.26666666666666666
64,64,Bruno Fernando,17.0,2.0,8.6,3.4,1.1,3.0,1.2,1.8,0.2,0.5,0.8,1.6,2.9,1.5,0.0,0.0,0.5,0.4,0.531,0.0,0.75,0.531,473.0,26.0,15.3,0.552,0.0,0.163,15.0,22.4,18.6,17.9,1.3,5.8,21.0,18.9,0.0,0.2,0.3,0.085,-3.0,2.3,-0.7,0.1
65,65,Bryce McGowens,13.0,0.0,2.5,1.0,0.2,0.2,0.2,0.1,0.1,0.0,0.3,0.2,1.1,0.3,0.3,0.0,0.5,0.4,0.286,0.0,0.833,0.286,536.0,22.0,1.7,0.391,0.286,0.429,6.6,3.5,5.1,8.7,1.5,0.0,19.4,26.8,-0.1,0.0,-0.1,-0.172,-9.9,-3.8,-13.6,-0.1
66,66,Bub Carrington,82.0,57.0,30.0,9.8,4.4,4.2,0.4,3.8,0.7,0.3,1.7,2.3,9.1,3.7,5.0,1.7,1.0,0.8,0.401,0.339,0.812,0.493,28.0,19.0,9.0,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1.0,0.8,15.2,15.8,-0.4,0.6,0.2,0.005,-3.3,-1.3,-4.6,-1.6
