,index,Player,G,GS,MP,PTS,AST,TRB,ORB,DRB,STL,BLK,TOV,PF,FGA,FG,3PA,3P,FTA,FT,FG%,3P%,FT%,eFG%,Rk,Age,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
133,133,Dejounte Murray,31.0,31.0,32.6,17.5,7.4,6.5,0.5,5.9,2.0,0.4,3.4,2.0,15.9,6.3,5.6,1.7,4.0,3.3,0.393,0.299,0.823,0.445,268.0,28.0,15.4,0.494,0.352,0.251,1.8,20.1,10.7,34.6,3.0,1.1,16.2,27.3,-0.7,0.9,0.2,0.009,-1.3,-0.3,-1.6,0.1
134,134,Delon Wright,40.0,7.0,32.0,6.8,3.9000000000000004,3.2,1.5,1.7999999999999998,1.8,0.5,1.1,1.2999999999999998,6.7,2.4000000000000004,3.5999999999999996,1.1,1.2,0.7,0.3685,0.28900000000000003,0.615,0.44600000000000006,340.0,32.0,9.666666666666666,0.457,0.5483333333333333,0.19000000000000003,5.066666666666666,6.166666666666667,5.633333333333333,15.133333333333333,2.6666666666666665,1.7,13.366666666666667,11.333333333333334,0.0,0.4666666666666666,0.4666666666666666,0.06133333333333333,-2.4999999999999996,1.3666666666666665,-1.1333333333333333,0.03333333333333333
135,135,Deni Avdija,72.0,54.0,30.0,16.9,3.9,7.3,1.5,5.7,1.0,0.5,2.7,2.4,11.7,5.6,4.8,1.7,5.2,4.0,0.476,0.365,0.78,0.55,66.0,24.0,17.7,0.605,0.405,0.441,5.4,21.2,13.1,19.9,1.6,1.5,16.3,23.2,3.1,2.5,5.6,0.124,1.5,0.6,2.1,2.2
136,136,Dennis Schröder,75.0,49.0,85.0,39.8,16.3,7.9,1.1,6.9,2.6,0.5,5.9,7.199999999999999,33.6,13.7,15.1,5.1,8.5,7.2,0.40166666666666667,0.337,0.8220000000000001,0.47733333333333333,76.0,31.0,12.5,0.527,0.44775,0.26175000000000004,1.45,9.175,5.2,28.475,1.525,0.575,13.325,21.55,0.75,0.85,1.625,0.07100000000000001,-1.425,-0.95,-2.375,-0.04999999999999999
137,137,Dereck Lively II,36.0,29.0,23.1,8.7,2.4,7.5,2.9,4.6,0.6,1.6,1.1,2.8,5.3,3.7,0.0,0.0,2.0,1.3,0.702,0.0,0.63,0.702,299.0,20.0,20.1,0.704,0.0,0.382,13.9,21.3,17.7,14.3,1.2,5.7,15.5,13.6,2.4,1.0,3.4,0.199,1.1,2.2,3.3,1.1
138,138,Derrick Jones Jr.,77.0,55.0,24.3,10.1,0.8,3.4,1.2,2.2,1.0,0.4,0.9,2.0,7.6,4.0,2.8,1.0,1.5,1.1,0.526,0.356,0.703,0.593,112.0,27.0,13.5,0.609,0.372,0.2,5.7,10.1,8.0,4.6,2.1,1.7,9.3,16.5,2.1,2.6,4.7,0.12,-1.0,0.7,-0.3,0.8
139,139,Derrick White,76.0,76.0,33.9,16.4,4.8,4.5,0.9,3.6,0.9,1.1,1.7,1.8,12.6,5.6,9.1,3.5,2.1,1.8,0.442,0.384,0.839,0.58,20.0,30.0,16.6,0.606,0.721,0.168,2.8,11.5,7.2,20.2,1.4,2.9,11.3,19.8,5.1,3.4,8.5,0.158,2.7,0.8,3.5,3.6
140,140,Desmond Bane,69.0,68.0,32.0,19.2,5.3,6.1,0.9,5.2,1.2,0.4,2.4,2.4,14.8,7.1,6.1,2.4,2.9,2.6,0.484,0.392,0.894,0.565,59.0,26.0,17.9,0.6,0.411,0.194,3.0,16.9,10.0,23.6,1.7,1.2,13.3,23.3,4.0,2.6,6.5,0.142,2.6,0.6,3.2,2.9
141,141,Devin Booker,75.0,75.0,37.3,25.6,7.1,4.1,1.0,3.1,0.9,0.2,2.9,2.6,18.9,8.7,7.3,2.4,6.4,5.8,0.461,0.332,0.894,0.525,4.0,28.0,19.3,0.589,0.388,0.34,3.1,8.9,6.1,30.6,1.2,0.5,11.9,29.3,6.1,0.3,6.4,0.111,2.8,-2.4,0.4,1.7
142,142,Devin Carter,36.0,0.0,11.0,3.8,1.1,2.1,0.5,1.6,0.6,0.1,0.5,1.1,3.5,1.3,1.7,0.5,1.2,0.7,0.37,0.295,0.591,0.441,403.0,22.0,10.8,0.471,0.48,0.346,5.4,16.2,10.8,13.5,2.6,1.0,11.0,17.9,-0.1,0.4,0.4,0.043,-3.5,0.3,-3.2,-0.1
143,143,Devin Vassell,64.0,53.0,31.0,16.3,2.9,4.0,0.5,3.5,1.3,0.5,1.4,1.7,13.9,6.2,6.7,2.5,1.9,1.5,0.443,0.368,0.792,0.532,93.0,24.0,14.2,0.553,0.483,0.135,1.8,12.0,6.9,13.8,2.0,1.5,8.5,22.1,0.9,1.3,2.2,0.054,-0.3,-0.8,-1.1,0.4
144,144,Dillon Brooks,75.0,75.0,31.8,14.0,1.7,3.7,1.0,2.7,0.8,0.2,1.0,3.2,11.9,5.1,6.3,2.5,1.6,1.3,0.429,0.397,0.818,0.533,36.0,29.0,11.0,0.555,0.524,0.135,3.3,9.1,6.1,7.4,1.2,0.6,7.4,17.7,2.7,2.5,5.1,0.103,-1.4,0.0,-1.4,0.4
145,145,Dillon Jones,54.0,3.0,10.2,2.5,1.1,2.2,0.6,1.7,0.3,0.1,0.5,1.0,2.5,0.9,1.2,0.3,0.5,0.3,0.383,0.254,0.607,0.444,362.0,23.0,8.1,0.464,0.474,0.211,6.0,17.3,11.8,12.6,1.4,0.7,16.2,13.3,-0.1,0.9,0.8,0.067,-4.3,0.3,-4.0,-0.3
146,146,Domantas Sabonis,70.0,70.0,34.7,19.1,6.0,13.9,3.8,10.1,0.7,0.4,2.9,3.3,12.8,7.5,2.2,0.9,4.1,3.1,0.59,0.417,0.754,0.627,33.0,28.0,22.9,0.655,0.175,0.324,12.3,32.6,22.4,26.0,1.0,1.0,16.5,21.6,7.4,2.7,10.1,0.199,4.2,1.1,5.2,4.4
147,147,Dominick Barlow,35.0,4.0,10.7,4.2,0.5,2.4,1.0,1.4,0.3,0.5,0.1,1.3,3.2,1.7,0.8,0.2,0.9,0.6,0.531,0.259,0.636,0.562,412.0,21.0,14.6,0.58,0.239,0.292,10.0,15.0,12.4,6.9,1.1,3.9,3.8,14.5,0.7,0.3,1.0,0.131,-1.4,-0.8,-2.2,0.0
148,148,Donovan Clingan,67.0,37.0,19.8,6.5,1.1,7.9,3.2,4.6,0.5,1.6,1.1,2.8,5.0,2.7,0.7,0.2,1.6,0.9,0.539,0.286,0.596,0.56,211.0,20.0,17.4,0.574,0.147,0.311,17.3,26.1,21.6,8.3,1.2,7.5,15.9,14.2,1.8,2.2,4.0,0.144,-1.7,1.4,-0.3,0.6
149,149,Donovan Mitchell,71.0,71.0,31.4,24.0,5.0,4.5,0.8,3.7,1.3,0.2,2.1,2.0,18.6,8.2,8.9,3.3,5.1,4.2,0.443,0.368,0.823,0.531,54.0,28.0,20.9,0.575,0.48,0.274,2.8,12.5,7.8,23.9,2.0,0.7,9.2,30.9,4.8,2.8,7.6,0.163,3.8,-0.2,3.7,3.2
150,150,Donte DiVincenzo,62.0,10.0,25.9,11.7,3.6,3.7,0.5,3.2,1.2,0.3,1.6,1.8,9.6,4.0,7.1,2.8,1.0,0.8,0.422,0.397,0.778,0.568,158.0,28.0,14.1,0.582,0.739,0.106,2.2,13.3,7.9,20.2,2.2,1.0,13.8,19.4,1.6,2.2,3.9,0.115,0.8,1.1,1.9,1.6
151,151,Dorian Finney-Smith,63.0,40.0,57.8,18.3,3.0,8.2,2.7,5.5,1.8,0.8999999999999999,1.8,4.6,14.4,6.5,10.2,4.3,1.7,1.1,0.4505,0.4165,0.6695,0.599,125.0,31.0,10.5,0.605,0.7156666666666668,0.10999999999999999,5.133333333333333,10.733333333333334,7.8999999999999995,7.133333333333333,1.5666666666666667,1.366666666666667,10.799999999999999,12.666666666666666,1.0333333333333334,0.9333333333333332,1.9333333333333333,0.08066666666666666,-0.9333333333333335,0.10000000000000002,-0.8333333333333334,0.3333333333333333
152,152,Doug McDermott,42.0,3.0,8.1,3.5,0.2,0.5,0.1,0.5,0.1,0.0,0.1,0.7,2.8,1.2,2.4,1.0,0.1,0.1,0.427,0.436,0.6,0.615,417.0,33.0,9.5,0.617,0.863,0.043,1.0,6.2,3.6,2.8,0.6,0.6,4.8,15.7,0.4,0.1,0.4,0.061,-0.8,-2.4,-3.2,-0.1
153,153,Draymond Green,68.0,66.0,29.2,9.0,5.6,6.1,1.1,5.0,1.5,1.0,2.6,3.2,7.5,3.2,3.6,1.2,2.2,1.5,0.424,0.325,0.687,0.503,92.0,34.0,12.4,0.534,0.483,0.289,3.9,19.0,11.2,26.2,2.4,3.4,23.3,15.9,0.3,3.4,3.7,0.088,-2.3,2.8,0.5,1.3
154,154,Drew Eubanks,61.0,4.0,22.8,8.5,1.6,6.9,1.9000000000000001,5.1,0.4,1.2,1.2000000000000002,1.9,5.9,3.5,0.1,0.1,2.1,1.5,0.579,0.3,0.7090000000000001,0.5840000000000001,322.0,27.0,15.433333333333332,0.6143333333333333,0.028333333333333335,0.34833333333333333,9.799999999999999,24.0,16.966666666666665,9.799999999999999,0.7333333333333334,4.733333333333333,15.366666666666667,15.299999999999999,0.6666666666666666,0.4666666666666666,1.1333333333333333,0.112,-1.5,0.39999999999999997,-1.1333333333333335,0.19999999999999998
155,155,Drew Peterson,25.0,1.0,7.4,2.2,0.5,1.6,0.4,1.2,0.2,0.1,0.3,0.7,1.6,0.7,1.3,0.5,0.4,0.3,0.415,0.394,0.778,0.573,459.0,25.0,10.5,0.601,0.805,0.22,5.3,18.1,11.7,9.1,1.3,1.0,15.1,12.5,0.2,0.3,0.4,0.115,-1.8,1.0,-0.8,0.1
156,156,Drew Timme,9.0,2.0,28.2,12.1,2.2,7.2,1.9,5.3,0.4,0.1,1.7,2.3,11.3,5.0,3.9,1.0,1.8,1.1,0.441,0.257,0.625,0.485,439.0,24.0,11.0,0.5,0.343,0.157,7.3,22.5,14.5,13.1,0.8,0.4,12.1,21.3,-0.1,0.2,0.0,0.009,-3.9,-2.8,-6.7,-0.3
157,157,Dru Smith,14.0,1.0,19.1,6.2,1.6,2.6,0.9,1.7,1.5,0.4,1.2,2.1,4.4,2.2,2.1,1.1,0.9,0.6,0.508,0.533,0.75,0.639,435.0,27.0,13.3,0.656,0.492,0.197,5.0,9.8,7.4,12.0,3.9,2.1,20.4,13.8,0.2,0.4,0.7,0.118,-1.3,3.4,2.1,0.3
158,158,Duncan Robinson,74.0,37.0,24.1,11.0,2.4,2.3,0.2,2.0,0.5,0.1,1.2,1.8,9.0,3.9,6.5,2.6,0.7,0.6,0.437,0.393,0.887,0.581,130.0,30.0,11.8,0.595,0.729,0.08,1.1,9.1,5.2,14.7,1.1,0.3,11.1,19.2,1.3,1.4,2.7,0.071,-0.7,-1.1,-1.7,0.1
159,159,Duop Reath,46.0,0.0,10.2,4.2,0.6,2.0,1.0,1.0,0.3,0.3,0.3,0.9,3.6,1.5,2.3,0.7,0.5,0.4,0.422,0.321,0.909,0.524,382.0,28.0,13.7,0.552,0.639,0.133,9.9,11.4,10.6,8.0,1.2,2.7,8.3,17.0,0.6,0.4,1.0,0.105,0.2,-0.5,-0.3,0.2
160,160,Dwight Powell,55.0,3.0,10.0,2.1,1.0,2.1,0.9,1.3,0.3,0.4,0.3,1.4,1.1,0.8,0.1,0.0,0.8,0.5,0.689,0.4,0.651,0.705,361.0,33.0,12.9,0.713,0.082,0.705,9.5,13.7,11.7,12.5,1.6,3.3,18.4,7.6,1.2,0.5,1.7,0.147,-1.5,1.5,0.0,0.3
161,161,Dyson Daniels,76.0,76.0,33.8,14.1,4.4,5.9,1.6,4.3,3.0,0.7,2.0,2.3,12.1,6.0,3.1,1.1,1.8,1.1,0.493,0.34,0.593,0.536,21.0,21.0,15.6,0.545,0.255,0.152,5.1,14.2,9.6,17.9,4.2,2.0,13.6,18.2,1.3,3.7,5.0,0.093,-1.1,2.6,1.5,2.3
162,162,E.J. Liddell,12.0,0.0,4.4,1.8,0.3,0.8,0.3,0.5,0.1,0.1,0.2,0.9,1.3,0.7,0.8,0.3,0.2,0.2,0.533,0.3,1.0,0.633,521.0,24.0,11.1,0.661,0.667,0.133,6.0,11.7,8.9,7.6,0.9,1.6,11.2,14.1,0.1,0.0,0.1,0.108,-2.7,-1.4,-4.1,0.0
163,163,Elfrid Payton,24.0,9.0,42.1,5.4,11.399999999999999,5.9,1.0,4.9,2.0,0.9,4.1,3.3,9.1,2.6,0.3,0.1,0.4,0.2,0.2545,0.167,0.571,0.257,372.0,30.0,6.933333333333334,0.2876666666666667,0.036,0.042,2.566666666666667,13.133333333333333,7.7,38.23333333333333,2.3000000000000003,2.1666666666666665,30.133333333333336,13.966666666666667,-0.6,0.19999999999999998,-0.39999999999999997,-0.06366666666666666,-6.2,-0.8333333333333334,-7.033333333333334,-0.3666666666666667
164,164,Elijah Harkless,10.0,0.0,13.8,3.2,0.8,2.1,0.9,1.2,1.0,0.1,0.3,1.8,3.5,1.1,2.5,0.7,0.6,0.3,0.314,0.28,0.5,0.414,476.0,24.0,7.8,0.425,0.714,0.171,7.1,9.3,8.2,7.7,3.5,0.7,7.4,12.3,0.0,0.1,0.1,0.023,-5.2,1.5,-3.8,-0.1
165,165,Emanuel Miller,6.0,0.0,4.2,1.7,0.3,1.3,0.7,0.7,0.2,0.0,0.0,0.5,1.3,0.7,0.2,0.0,0.3,0.3,0.5,0.0,1.0,0.5,543.0,24.0,18.1,0.563,0.125,0.25,17.1,16.5,16.8,10.9,1.9,0.0,0.0,14.8,0.1,0.0,0.1,0.201,-0.9,-0.9,-1.8,0.0
166,166,Emoni Bates,10.0,0.0,7.5,3.7,0.8,0.7,0.0,0.7,0.1,0.1,0.2,0.4,3.8,1.3,3.0,1.1,0.0,0.0,0.342,0.367,0.0,0.487,506.0,21.0,9.8,0.487,0.789,0.0,0.0,9.8,5.1,14.2,0.6,1.2,5.0,22.6,0.0,0.1,0.1,0.038,-0.5,-1.0,-1.5,0.0
167,167,Enrique Freeman,22.0,1.0,8.2,2.1,0.4,1.4,0.5,0.9,0.1,0.1,0.3,1.0,1.7,0.7,0.5,0.0,0.9,0.6,0.432,0.1,0.684,0.446,463.0,24.0,7.4,0.507,0.27,0.514,6.8,11.6,9.2,6.1,0.8,1.5,11.7,12.3,0.0,0.1,0.2,0.046,-4.9,-1.4,-6.3,-0.2
168,168,Eric Gordon,39.0,13.0,19.7,6.8,1.7,1.2,0.2,1.0,0.7,0.3,0.7,0.8,5.2,2.2,3.5,1.4,1.2,0.9,0.426,0.409,0.75,0.564,315.0,36.0,10.8,0.591,0.672,0.235,1.1,5.8,3.4,12.0,1.7,1.5,11.1,14.4,0.7,0.2,0.9,0.053,-0.8,-0.8,-1.6,0.1
169,169,Evan Mobley,71.0,71.0,30.5,18.5,3.2,9.3,2.3,7.0,0.9,1.6,2.0,2.0,12.8,7.1,3.2,1.2,4.3,3.1,0.557,0.37,0.725,0.604,63.0,23.0,22.3,0.633,0.254,0.337,8.4,24.0,16.5,15.1,1.4,4.7,12.2,23.2,5.3,3.8,9.0,0.2,3.1,1.5,4.6,3.6
170,170,Franz Wagner,60.0,60.0,33.7,24.2,4.7,5.7,0.9,4.8,1.3,0.4,2.3,2.5,19.4,9.0,5.9,1.7,5.2,4.5,0.463,0.295,0.871,0.507,89.0,23.0,20.1,0.558,0.303,0.268,3.0,17.1,9.7,26.6,1.9,1.0,9.6,31.0,2.6,3.1,5.6,0.133,2.6,0.5,3.1,2.6
171,171,Fred VanVleet,60.0,60.0,35.2,14.1,5.6,3.7,0.5,3.2,1.6,0.4,1.5,2.3,12.7,4.8,7.7,2.7,2.3,1.9,0.378,0.345,0.81,0.483,74.0,30.0,12.8,0.515,0.607,0.181,1.6,9.7,5.6,21.2,2.2,1.1,9.6,17.7,2.4,2.8,5.2,0.119,-0.4,1.3,0.9,1.5
172,172,GG Jackson II,29.0,3.0,15.8,7.2,1.0,3.2,0.9,2.2,0.4,0.2,1.1,1.0,6.9,2.6,3.3,1.1,1.4,1.0,0.372,0.337,0.725,0.452,388.0,20.0,9.3,0.482,0.477,0.201,6.3,14.8,10.6,8.2,1.2,1.0,12.5,21.7,-0.4,0.4,0.1,0.009,-3.3,-2.0,-5.3,-0.4
173,173,Gabe Vincent,72.0,11.0,21.2,6.4,1.4,1.3,0.3,1.0,0.7,0.2,0.6,2.1,5.8,2.3,4.3,1.5,0.3,0.2,0.4,0.353,0.714,0.53,171.0,28.0,7.4,0.536,0.736,0.05,1.5,5.2,3.4,8.7,1.6,0.8,8.7,13.5,0.3,1.0,1.3,0.039,-3.8,-0.1,-4.0,-0.8
174,174,Garrett Temple,28.0,0.0,8.1,1.9,1.1,1.0,0.3,0.7,0.6,0.1,0.4,0.8,2.1,0.6,1.0,0.2,0.4,0.4,0.3,0.214,0.917,0.35,451.0,38.0,8.5,0.406,0.467,0.2,4.2,9.7,6.8,17.4,3.6,0.8,13.3,13.9,-0.1,0.3,0.2,0.033,-5.7,2.1,-3.6,-0.1
175,175,Garrison Mathews,47.0,2.0,17.7,7.5,1.3,1.9,0.3,1.6,0.6,0.3,0.7,1.7,5.5,2.2,4.6,1.8,1.7,1.4,0.397,0.39,0.821,0.562,300.0,28.0,11.2,0.606,0.848,0.304,1.7,10.0,5.7,9.3,1.5,1.7,9.6,15.9,1.0,0.5,1.5,0.087,-1.1,-0.5,-1.6,0.1
176,176,Gary Harris,48.0,3.0,14.8,3.0,0.6,1.3,0.4,0.9,0.5,0.3,0.4,0.9,2.8,1.1,2.1,0.8,0.3,0.1,0.383,0.356,0.583,0.519,324.0,30.0,6.9,0.524,0.759,0.09,3.1,7.5,5.2,5.8,1.8,1.6,10.9,9.5,0.1,0.9,1.0,0.067,-3.9,1.2,-2.7,-0.1
177,177,Gary Payton II,62.0,11.0,15.0,6.5,1.3,3.0,0.9,2.1,0.8,0.3,0.6,1.7,4.8,2.8,1.5,0.5,0.6,0.4,0.574,0.326,0.711,0.626,279.0,32.0,16.2,0.635,0.319,0.128,6.0,15.8,10.7,13.5,2.7,1.7,11.0,16.1,1.5,1.5,3.0,0.155,-0.5,2.0,1.4,0.8
178,178,Gary Trent Jr.,74.0,9.0,25.6,11.1,1.2,2.3,0.3,2.0,1.0,0.1,0.6,1.7,8.9,3.8,5.9,2.4,1.2,1.1,0.431,0.416,0.848,0.568,106.0,26.0,11.7,0.591,0.659,0.14,1.2,8.2,4.8,6.4,1.8,0.2,5.7,17.1,1.6,1.7,3.3,0.084,-1.2,-0.4,-1.6,0.2
179,179,Georges Niang,79.0,3.0,43.6,20.799999999999997,2.9000000000000004,6.7,1.2,5.5,0.7,0.4,2.1,5.1,16.5,7.6,11.0,4.5,1.6,1.3,0.45899999999999996,0.4065,0.793,0.5934999999999999,147.0,31.0,11.233333333333334,0.6063333333333333,0.661,0.09466666666666668,2.966666666666667,14.0,8.5,8.9,0.8000000000000002,0.7999999999999999,11.233333333333334,18.233333333333334,1.0,0.9333333333333332,1.9333333333333333,0.077,-1.0666666666666667,-1.3333333333333333,-2.4,-0.06666666666666667
180,180,Giannis Antetokounmpo,67.0,67.0,34.2,30.4,6.5,11.9,2.2,9.7,0.9,1.2,3.1,2.3,19.7,11.8,0.9,0.2,10.6,6.5,0.601,0.222,0.617,0.607,44.0,30.0,30.5,0.625,0.048,0.536,7.3,29.7,19.0,36.0,1.2,3.2,11.2,35.2,7.8,3.7,11.5,0.241,6.9,2.5,9.5,6.6
181,181,Goga Bitadze,70.0,42.0,20.4,7.2,2.0,6.6,2.4,4.2,0.7,1.4,1.0,2.1,4.8,3.0,0.4,0.0,1.9,1.2,0.611,0.107,0.639,0.615,188.0,25.0,19.2,0.631,0.083,0.392,12.7,25.0,18.6,14.8,1.7,6.6,15.3,14.3,2.8,3.0,5.8,0.195,-0.3,2.8,2.5,1.6
182,182,Gradey Dick,54.0,54.0,29.4,14.4,1.8,3.6,0.8,2.8,0.9,0.2,1.5,2.2,12.0,4.9,6.0,2.1,2.9,2.5,0.41,0.35,0.858,0.498,164.0,21.0,10.9,0.543,0.504,0.24,2.9,10.3,6.5,8.9,1.5,0.6,10.4,21.0,0.2,1.2,1.4,0.042,-1.9,-1.3,-3.2,-0.5
183,183,Grant Williams,16.0,7.0,29.9,10.4,2.3,5.1,1.1,4.0,1.1,0.8,1.8,2.9,7.7,3.4,4.6,1.7,2.3,1.9,0.439,0.365,0.838,0.549,380.0,26.0,11.5,0.596,0.602,0.301,3.9,14.5,9.1,11.3,1.8,2.7,16.7,14.8,0.3,0.4,0.7,0.071,-2.3,0.7,-1.6,0.1
184,184,Grayson Allen,64.0,7.0,24.1,10.6,2.1,3.0,0.5,2.5,0.8,0.3,1.2,1.5,7.6,3.4,5.5,2.3,1.8,1.5,0.448,0.426,0.816,0.6,168.0,29.0,13.7,0.631,0.716,0.233,2.5,11.3,7.0,12.5,1.7,1.2,12.2,17.6,2.0,0.6,2.5,0.079,0.7,-1.0,-0.3,0.7
185,185,Guerschon Yabusele,70.0,43.0,27.1,11.0,2.1,5.6,1.9,3.7,0.8,0.3,1.2,2.3,8.0,4.0,3.9,1.5,2.0,1.4,0.501,0.38,0.725,0.593,105.0,29.0,14.7,0.616,0.487,0.245,7.7,16.3,11.8,11.6,1.5,1.2,12.2,16.3,2.9,1.0,3.9,0.099,0.1,-1.1,-1.0,0.5
186,186,Gui Santos,56.0,2.0,13.6,4.1,1.4,3.1,1.3,1.8,0.4,0.2,0.8,1.6,3.2,1.5,1.8,0.6,0.8,0.5,0.458,0.33,0.69,0.553,316.0,22.0,11.7,0.575,0.575,0.235,9.9,14.5,12.1,14.2,1.6,1.2,17.5,13.2,0.8,0.9,1.7,0.11,-2.2,0.5,-1.7,0.1
187,187,Harrison Barnes,82.0,82.0,27.2,12.3,1.7,3.8,1.2,2.6,0.5,0.2,0.6,0.9,8.3,4.2,4.4,1.9,2.4,2.0,0.508,0.433,0.809,0.622,55.0,32.0,14.9,0.656,0.527,0.291,4.7,10.3,7.4,8.6,0.8,0.6,6.1,15.7,5.0,0.5,5.6,0.12,1.7,-1.7,0.0,1.2
188,188,Harrison Ingram,5.0,0.0,7.0,0.8,0.6,1.8,0.4,1.4,0.6,0.0,0.2,0.4,0.8,0.4,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,532.0,22.0,10.9,0.5,0.25,0.0,6.1,21.5,13.8,10.6,4.1,0.0,20.0,6.1,0.0,0.1,0.1,0.093,-3.6,2.4,-1.2,0.0
189,189,Haywood Highsmith,74.0,42.0,24.6,6.5,1.5,3.4,1.0,2.4,0.9,0.5,0.7,2.2,5.3,2.4,3.1,1.2,0.6,0.4,0.458,0.382,0.721,0.572,124.0,28.0,9.9,0.583,0.596,0.11,4.4,10.8,7.7,8.4,1.9,2.0,11.6,11.3,1.3,2.1,3.3,0.088,-2.7,0.9,-1.9,0.1
190,190,Herbert Jones,20.0,20.0,32.4,10.3,3.3,3.9,1.1,2.8,1.9,0.5,1.8,3.3,8.6,3.8,3.6,1.1,2.0,1.7,0.436,0.306,0.825,0.5,337.0,26.0,10.4,0.541,0.419,0.233,3.6,9.6,6.5,13.8,2.8,1.3,15.6,14.6,0.1,0.3,0.4,0.033,-3.9,0.2,-3.6,-0.3
191,191,Hunter Tyson,51.0,2.0,7.8,2.6,0.4,1.5,0.5,1.0,0.2,0.1,0.3,0.9,2.4,0.9,1.5,0.5,0.5,0.4,0.375,0.311,0.75,0.471,401.0,24.0,9.0,0.506,0.617,0.233,7.2,13.9,10.7,6.1,1.2,1.3,9.6,15.5,0.1,0.3,0.4,0.047,-3.3,-1.5,-4.8,-0.3
192,192,Immanuel Quickley,33.0,33.0,27.8,17.1,5.8,3.5,0.5,3.1,0.7,0.1,1.8,1.8,13.3,5.6,6.8,2.6,3.9,3.4,0.42,0.378,0.867,0.517,282.0,25.0,17.5,0.57,0.514,0.292,1.8,12.1,6.8,31.5,1.2,0.4,10.5,25.1,1.8,0.6,2.5,0.128,3.2,-1.0,2.2,1.0
193,193,Isaac Jones,40.0,0.0,7.6,3.4,0.3,1.4,0.6,0.9,0.1,0.3,0.4,0.8,2.1,1.4,0.2,0.1,0.9,0.6,0.651,0.375,0.639,0.669,430.0,24.0,15.2,0.678,0.096,0.434,8.1,12.9,10.5,5.6,0.8,3.2,13.9,16.3,0.5,0.2,0.7,0.115,-0.9,-0.8,-1.7,0.0
194,194,Isaac Okoro,55.0,22.0,19.1,6.1,1.2,2.4,0.9,1.5,0.6,0.3,0.4,1.9,4.9,2.3,2.7,1.0,0.8,0.6,0.464,0.371,0.717,0.569,261.0,24.0,10.7,0.587,0.566,0.172,5.2,8.1,6.7,8.0,1.5,1.4,7.4,12.5,1.5,1.0,2.5,0.115,-1.1,0.6,-0.5,0.4
195,195,Isaiah Collier,71.0,46.0,25.9,8.7,6.3,3.3,0.5,2.9,0.9,0.2,2.9,2.1,7.8,3.3,2.4,0.6,2.2,1.5,0.422,0.249,0.682,0.459,119.0,20.0,9.7,0.494,0.305,0.277,1.9,11.8,6.9,34.3,1.7,0.8,25.0,18.9,-1.3,0.5,-0.8,-0.021,-3.8,-1.5,-5.3,-1.6
196,196,Isaiah Crawford,15.0,0.0,3.1,0.9,0.1,0.5,0.1,0.5,0.1,0.1,0.1,0.1,0.7,0.3,0.3,0.1,0.3,0.1,0.455,0.2,0.5,0.5,524.0,23.0,9.2,0.509,0.455,0.364,2.4,17.1,9.7,2.8,1.1,4.3,7.3,12.9,0.0,0.0,0.0,0.037,-3.4,-0.7,-4.1,0.0
197,197,Isaiah Hartenstein,57.0,53.0,27.9,11.2,3.8,10.7,2.9,7.9,0.8,1.1,1.7,3.0,8.4,4.9,0.3,0.0,2.1,1.4,0.581,0.0,0.675,0.581,163.0,26.0,18.9,0.599,0.04,0.244,11.2,29.6,20.6,18.3,1.4,3.9,15.3,16.7,3.2,3.6,6.8,0.205,0.6,2.6,3.2,2.1
198,198,Isaiah Jackson,5.0,1.0,16.8,7.0,1.0,5.6,2.2,3.4,0.6,1.6,1.0,2.8,4.6,2.8,0.0,0.0,2.8,1.4,0.609,0.0,0.5,0.609,503.0,23.0,18.2,0.6,0.0,0.609,14.7,22.3,18.6,8.1,1.7,8.6,14.6,17.6,0.1,0.1,0.3,0.153,-1.0,1.8,0.8,0.1
199,199,Isaiah Joe,74.0,16.0,21.7,10.2,1.6,2.6,0.6,2.1,0.6,0.1,0.5,1.5,7.9,3.5,6.3,2.6,0.8,0.6,0.44,0.412,0.821,0.604,159.0,25.0,14.0,0.617,0.793,0.095,2.8,10.1,6.6,9.7,1.4,0.6,5.8,17.2,2.9,2.2,5.1,0.153,1.4,-0.1,1.3,1.4
200,200,Isaiah Mobley,1.0,0.0,17.0,6.0,5.0,4.0,1.0,3.0,1.0,1.0,0.0,3.0,7.0,2.0,3.0,1.0,2.0,1.0,0.286,0.333,0.5,0.357,551.0,25.0,17.2,0.381,0.429,0.286,6.4,20.8,13.3,41.8,2.9,5.8,0.0,20.2,0.0,0.0,0.0,0.119,0.0,4.8,4.7,0.0
201,201,Isaiah Stevens,3.0,0.0,2.0,0.0,0.0,0.7,0.0,0.7,0.3,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,24.0,0.1,0.0,0.5,0.0,0.0,36.5,18.4,0.0,8.3,0.0,0.0,14.8,0.0,0.0,0.0,-0.196,-19.5,7.7,-11.8,0.0
